"Date","Price","Open","High","Low","Vol.","Change %"
"19-10-2018","10,303.55","10,339.70","10,380.10","10,249.60","368.55B","-1.43%"
"17-10-2018","10,453.05","10,688.70","10,710.15","10,436.45","293.59B","-1.24%"
"16-10-2018","10,584.75","10,550.15","10,604.90","10,525.30","273.44B","0.69%"
"15-10-2018","10,512.50","10,524.20","10,526.30","10,410.15","267.52B","0.38%"
"12-10-2018","10,472.50","10,331.55","10,492.45","10,322.15","354.06B","2.32%"
"11-10-2018","10,234.65","10,169.80","10,335.95","10,138.60","498.51B","-2.16%"
"10-10-2018","10,460.10","10,331.85","10,482.35","10,318.25","373.84B","1.54%"
"09-10-2018","10,301.05","10,390.30","10,397.60","10,279.35","443.80B","-0.45%"
"08-10-2018","10,348.05","10,310.15","10,398.35","10,198.40","470.28B","0.31%"
"05-10-2018","10,316.45","10,514.10","10,540.65","10,261.90","625.15B","-2.67%"
"04-10-2018","10,599.25","10,754.70","10,754.70","10,547.25","438.20B","-2.39%"
"03-10-2018","10,858.25","10,982.70","10,989.05","10,843.75","398.76B","-1.36%"
"01-10-2018","11,008.30","10,930.90","11,035.65","10,821.55","398.99B","0.71%"
"28-09-2018","10,930.45","11,008.10","11,034.10","10,850.30","492.89B","-0.43%"
"27-09-2018","10,977.55","11,079.80","11,089.45","10,953.35","418.21B","-0.69%"
"26-09-2018","11,053.80","11,145.55","11,145.55","10,993.05","351.04B","-0.12%"
"25-09-2018","11,067.45","10,969.95","11,080.60","10,882.85","417.55B","0.91%"
"24-09-2018","10,967.40","11,164.40","11,170.15","10,943.60","398.82B","-1.58%"
"21-09-2018","11,143.10","11,271.30","11,346.80","10,866.45","741.15B","-0.81%"
"19-09-2018","11,234.35","11,326.65","11,332.05","11,210.90","258.42B","-0.39%"
"18-09-2018","11,278.90","11,381.55","11,411.45","11,268.95","248.30B","-0.87%"
"17-09-2018","11,377.75","11,464.95","11,464.95","11,366.90","207.62B","-1.19%"
"14-09-2018","11,515.20","11,443.50","11,523.25","11,430.55","285.22B","1.28%"
"12-09-2018","11,369.90","11,340.10","11,380.75","11,250.20","276.51B","0.73%"
"11-09-2018","11,287.50","11,476.85","11,479.40","11,274.00","318.09B","-1.32%"
"10-09-2018","11,438.10","11,570.25","11,573.00","11,427.30","295.60B","-1.30%"
"07-09-2018","11,589.10","11,558.25","11,603.00","11,484.40","305.03B","0.45%"
"06-09-2018","11,536.90","11,514.15","11,562.25","11,436.05","255.56B","0.52%"
"05-09-2018","11,476.95","11,514.85","11,542.65","11,393.85","253.69B","-0.38%"
"04-09-2018","11,520.30","11,598.75","11,602.55","11,496.85","262.70B","-0.54%"
"03-09-2018","11,582.35","11,751.80","11,751.80","11,567.40","241.73B","-0.84%"
"31-08-2018","11,680.50","11,675.85","11,727.65","11,640.10","357.23B","0.03%"
"30-08-2018","11,676.80","11,694.75","11,698.80","11,639.70","323.45B","-0.13%"
"29-08-2018","11,691.90","11,744.95","11,753.20","11,678.85","259.35B","-0.40%"
"28-08-2018","11,738.50","11,731.95","11,760.20","11,710.50","249.42B","0.40%"
"27-08-2018","11,691.95","11,605.85","11,700.95","11,595.60","205.69B","1.17%"
"24-08-2018","11,557.10","11,566.60","11,604.60","11,532.00","225.60B","-0.22%"
"23-08-2018","11,582.75","11,620.70","11,620.70","11,546.70","256.16B","0.10%"
"21-08-2018","11,570.90","11,576.20","11,581.75","11,539.60","231.06B","0.17%"
"20-08-2018","11,551.75","11,502.10","11,565.30","11,499.65","239.84B","0.71%"
"17-08-2018","11,470.75","11,437.15","11,486.45","11,431.80","241.99B","0.75%"
"16-08-2018","11,385.05","11,397.15","11,449.85","11,366.25","299.61B","-0.44%"
"14-08-2018","11,435.10","11,381.70","11,452.45","11,370.80","239.84B","0.70%"
"13-08-2018","11,355.75","11,369.60","11,406.30","11,340.30","254.47B","-0.65%"
"10-08-2018","11,429.50","11,474.95","11,478.75","11,419.65","336.42B","-0.36%"
"09-08-2018","11,470.70","11,493.25","11,495.20","11,454.10","311.52B","0.18%"
"08-08-2018","11,450.00","11,412.50","11,459.95","11,379.30","217.05B","0.53%"
"07-08-2018","11,389.45","11,423.15","11,428.95","11,359.70","233.41B","0.02%"
"06-08-2018","11,387.10","11,401.50","11,427.65","11,370.60","210.00B","0.23%"
"03-08-2018","11,360.80","11,297.80","11,368.00","11,294.55","225.15B","1.03%"
"02-08-2018","11,244.70","11,328.90","11,328.90","11,234.95","216.53B","-0.89%"
"01-08-2018","11,346.20","11,359.80","11,390.55","11,313.55","278.01B","-0.09%"
"31-07-2018","11,356.50","11,311.05","11,366.00","11,267.75","264.43B","0.33%"
"30-07-2018","11,319.55","11,296.65","11,328.10","11,261.45","287.44B","0.37%"
"27-07-2018","11,278.35","11,232.75","11,283.40","11,210.25","324.34B","0.99%"
"26-07-2018","11,167.30","11,132.95","11,185.85","11,125.70","376.66B","0.32%"
"25-07-2018","11,132.00","11,148.40","11,157.15","11,113.25","212.33B","-0.02%"
"24-07-2018","11,134.30","11,109.00","11,143.40","11,092.50","212.25B","0.45%"
"23-07-2018","11,084.75","11,019.85","11,093.40","11,010.95","236.15B","0.68%"
"20-07-2018","11,010.20","10,963.50","11,030.25","10,946.20","193.14B","0.48%"
"19-07-2018","10,957.10","10,999.50","11,006.50","10,935.45","222.06B","-0.21%"
"18-07-2018","10,980.45","11,060.20","11,076.20","10,956.30","232.50B","-0.25%"
"17-07-2018","11,008.05","10,939.65","11,018.50","10,925.60","217.11B","0.65%"
"16-07-2018","10,936.85","11,018.95","11,019.50","10,926.25","216.97B","-0.74%"
"13-07-2018","11,018.90","11,056.90","11,071.35","10,999.75","241.67B","-0.04%"
"12-07-2018","11,023.20","11,006.95","11,078.30","10,999.65","256.03B","0.68%"
"11-07-2018","10,948.30","10,956.40","10,976.65","10,923.00","229.21B","0.01%"
"10-07-2018","10,947.25","10,902.75","10,956.90","10,876.65","203.06B","0.87%"
"09-07-2018","10,852.90","10,838.30","10,860.35","10,807.15","189.33B","0.74%"
"06-07-2018","10,772.65","10,744.15","10,816.35","10,735.05","256.55B","0.21%"
"05-07-2018","10,749.75","10,786.05","10,786.05","10,726.25","227.27B","-0.19%"
"04-07-2018","10,769.90","10,715.00","10,777.15","10,677.75","179.27B","0.65%"
"03-07-2018","10,699.90","10,668.60","10,713.30","10,630.25","208.37B","0.40%"
"02-07-2018","10,657.30","10,732.35","10,736.15","10,604.65","304.54B","-0.53%"
"29-06-2018","10,714.30","10,612.85","10,723.05","10,612.35","250.33B","1.18%"
"28-06-2018","10,589.10","10,660.80","10,674.20","10,557.70","363.16B","-0.77%"
"27-06-2018","10,671.40","10,785.50","10,785.50","10,652.40","253.62B","-0.91%"
"26-06-2018","10,769.15","10,742.70","10,805.25","10,732.55","226.85B","0.06%"
"25-06-2018","10,762.45","10,822.90","10,831.05","10,753.05","236.69B","-0.55%"
"22-06-2018","10,821.85","10,742.70","10,837.00","10,710.45","236.90B","0.75%"
"21-06-2018","10,741.10","10,808.45","10,809.60","10,725.90","230.51B","-0.29%"
"20-06-2018","10,772.05","10,734.65","10,781.80","10,724.05","199.47B","0.58%"
"19-06-2018","10,710.45","10,789.45","10,789.45","10,701.20","231.38B","-0.83%"
"18-06-2018","10,799.85","10,830.20","10,830.20","10,787.35","202.73B","-0.17%"
"15-06-2018","10,817.70","10,808.65","10,834.00","10,755.40","314.76B","0.09%"
"14-06-2018","10,808.05","10,832.90","10,833.70","10,773.55","190.03B","-0.45%"
"13-06-2018","10,856.70","10,887.50","10,893.25","10,842.65","220.00B","0.13%"
"12-06-2018","10,842.85","10,816.15","10,856.55","10,789.40","204.42B","0.52%"
"11-06-2018","10,786.95","10,781.85","10,850.55","10,777.05","217.85B","0.18%"
"08-06-2018","10,767.65","10,736.40","10,779.45","10,709.05","215.94B","-0.01%"
"07-06-2018","10,768.35","10,722.60","10,818.00","10,722.60","227.66B","0.78%"
"06-06-2018","10,684.65","10,603.45","10,698.35","10,587.50","195.76B","0.86%"
"05-06-2018","10,593.15","10,630.70","10,633.15","10,550.90","172.90B","-0.33%"
"04-06-2018","10,628.50","10,765.95","10,770.30","10,618.35","210.15B","-0.63%"
"01-06-2018","10,696.20","10,738.45","10,764.75","10,681.50","227.36B","-0.37%"
"31-05-2018","10,736.15","10,670.10","10,763.80","10,620.40","629.20B","1.15%"
"30-05-2018","10,614.35","10,579.00","10,648.70","10,558.45","246.12B","-0.18%"
"29-05-2018","10,633.30","10,689.40","10,717.25","10,616.10","232.76B","-0.52%"
"28-05-2018","10,688.65","10,648.35","10,709.80","10,640.55","239.79B","0.79%"
"25-05-2018","10,605.15","10,533.05","10,628.05","10,524.00","268.91B","0.87%"
"24-05-2018","10,513.85","10,464.85","10,535.15","10,419.80","306.79B","0.80%"
"23-05-2018","10,430.35","10,521.10","10,533.55","10,417.80","299.92B","-1.01%"
"22-05-2018","10,536.70","10,518.45","10,558.60","10,490.55","249.24B","0.19%"
"21-05-2018","10,516.70","10,616.70","10,621.70","10,505.80","197.29B","-0.75%"
"18-05-2018","10,596.40","10,671.85","10,674.95","10,589.10","229.91B","-0.81%"
"17-05-2018","10,682.70","10,775.60","10,777.25","10,664.50","220.74B","-0.54%"
"16-05-2018","10,741.10","10,751.95","10,790.45","10,699.70","238.22B","-0.56%"
"15-05-2018","10,801.85","10,812.60","10,929.20","10,781.40","262.20B","-0.04%"
"14-05-2018","10,806.60","10,815.15","10,834.85","10,774.75","176.70B","0.00%"
"11-05-2018","10,806.50","10,741.95","10,812.05","10,724.45","209.39B","0.84%"
"10-05-2018","10,716.55","10,779.65","10,785.55","10,705.00","197.99B","-0.23%"
"09-05-2018","10,741.70","10,693.35","10,766.25","10,689.85","222.12B","0.22%"
"08-05-2018","10,717.80","10,757.90","10,758.55","10,689.40","278.12B","0.02%"
"07-05-2018","10,715.50","10,653.15","10,725.65","10,635.65","173.62B","0.92%"
"04-05-2018","10,618.25","10,700.45","10,700.45","10,601.60","192.30B","-0.57%"
"03-05-2018","10,679.65","10,720.15","10,720.60","10,647.45","190.87B","-0.36%"
"02-05-2018","10,718.05","10,783.85","10,784.65","10,689.80","236.76B","-0.20%"
"30-04-2018","10,739.35","10,705.75","10,759.00","10,704.60","179.16B","0.44%"
"27-04-2018","10,692.30","10,651.65","10,719.80","10,647.55","306.67B","0.70%"
"26-04-2018","10,617.80","10,586.50","10,628.40","10,559.65","345.54B","0.45%"
"25-04-2018","10,570.55","10,612.40","10,612.60","10,536.45","195.13B","-0.41%"
"24-04-2018","10,614.35","10,578.10","10,636.80","10,569.00","225.97B","0.28%"
"23-04-2018","10,584.70","10,592.80","10,638.35","10,514.95","200.20B","0.20%"
"20-04-2018","10,564.05","10,560.35","10,582.35","10,527.45","252.23B","-0.01%"
"19-04-2018","10,565.30","10,563.65","10,572.20","10,546.20","270.74B","0.37%"
"18-04-2018","10,526.20","10,578.90","10,594.20","10,509.70","211.82B","-0.21%"
"17-04-2018","10,548.70","10,557.30","10,560.45","10,495.65","212.45B","0.19%"
"16-04-2018","10,528.35","10,398.30","10,540.15","10,396.35","200.95B","0.46%"
"13-04-2018","10,480.60","10,495.30","10,519.90","10,451.45","219.73B","0.21%"
"12-04-2018","10,458.65","10,410.65","10,469.90","10,395.25","246.03B","0.40%"
"11-04-2018","10,417.15","10,428.15","10,428.15","10,355.60","258.08B","0.14%"
"10-04-2018","10,402.25","10,412.90","10,424.85","10,381.50","259.52B","0.22%"
"09-04-2018","10,379.35","10,333.70","10,397.70","10,328.50","228.51B","0.46%"
"06-04-2018","10,331.60","10,322.75","10,350.45","10,290.85","206.36B","0.06%"
"05-04-2018","10,325.15","10,228.45","10,331.80","10,227.45","244.12B","1.94%"
"04-04-2018","10,128.40","10,274.60","10,279.85","10,111.30","238.18B","-1.14%"
"03-04-2018","10,245.00","10,186.85","10,255.35","10,171.05","211.65B","0.33%"
"02-04-2018","10,211.80","10,151.65","10,220.10","10,127.75","232.43B","0.97%"
"28-03-2018","10,113.70","10,143.60","10,158.35","10,096.90","354.98B","-0.69%"
"27-03-2018","10,184.15","10,188.00","10,207.90","10,139.65","232.71B","0.53%"
"26-03-2018","10,130.65","9,989.15","10,143.50","9,958.55","270.67B","1.33%"
"23-03-2018","9,998.05","9,968.80","10,027.70","9,951.90","294.52B","-1.15%"
"22-03-2018","10,114.75","10,167.50","10,207.85","10,105.40","237.63B","-0.40%"
"21-03-2018","10,155.25","10,181.95","10,227.30","10,132.95","211.06B","0.31%"
"20-03-2018","10,124.35","10,051.55","10,155.65","10,049.10","209.33B","0.30%"
"19-03-2018","10,094.25","10,215.35","10,224.55","10,075.30","216.67B","-0.99%"
"16-03-2018","10,195.15","10,345.15","10,346.30","10,180.25","338.70B","-1.59%"
"15-03-2018","10,360.15","10,405.45","10,420.00","10,346.20","179.31B","-0.49%"
"14-03-2018","10,410.90","10,393.05","10,420.35","10,336.30","186.99B","-0.15%"
"13-03-2018","10,426.85","10,389.50","10,478.60","10,377.85","274.85B","0.05%"
"12-03-2018","10,421.40","10,301.60","10,433.65","10,295.45","223.14B","1.90%"
"09-03-2018","10,226.85","10,271.30","10,296.70","10,211.90","192.33B","-0.15%"
"08-03-2018","10,242.65","10,216.25","10,270.35","10,146.40","233.38B","0.87%"
"07-03-2018","10,154.20","10,232.95","10,243.35","10,141.55","257.20B","-0.93%"
"06-03-2018","10,249.25","10,420.50","10,441.35","10,215.90","229.78B","-1.06%"
"05-03-2018","10,358.85","10,428.30","10,428.70","10,323.90","199.98B","-0.95%"
"01-03-2018","10,458.35","10,479.95","10,525.50","10,447.15","181.38B","-0.33%"
"28-02-2018","10,492.85","10,488.95","10,535.50","10,461.55","294.79B","-0.58%"
"27-02-2018","10,554.30","10,615.20","10,631.65","10,537.25","193.25B","-0.27%"
"26-02-2018","10,582.60","10,526.55","10,592.95","10,520.20","177.24B","0.87%"
"23-02-2018","10,491.05","10,408.10","10,499.10","10,396.65","217.13B","1.04%"
"22-02-2018","10,382.70","10,354.35","10,397.55","10,340.65","323.26B","-0.14%"
"21-02-2018","10,397.45","10,426.00","10,426.10","10,349.60","241.33B","0.36%"
"20-02-2018","10,360.40","10,391.00","10,429.35","10,347.65","193.47B","-0.17%"
"19-02-2018","10,378.40","10,488.90","10,489.35","10,302.75","193.09B","-0.71%"
"16-02-2018","10,452.30","10,596.20","10,612.90","10,434.05","190.04B","-0.88%"
"15-02-2018","10,545.50","10,537.90","10,618.10","10,511.05","217.09B","0.42%"
"14-02-2018","10,500.90","10,585.75","10,590.55","10,456.65","236.33B","-0.37%"
"12-02-2018","10,539.75","10,518.20","10,555.50","10,485.40","224.11B","0.81%"
"09-02-2018","10,454.95","10,416.50","10,480.20","10,398.20","197.50B","-1.15%"
"08-02-2018","10,576.85","10,518.50","10,637.80","10,479.55","239.41B","0.96%"
"07-02-2018","10,476.70","10,607.20","10,614.00","10,446.40","258.10B","-0.21%"
"06-02-2018","10,498.25","10,295.15","10,594.15","10,276.30","274.66B","-1.58%"
"05-02-2018","10,666.55","10,604.30","10,702.75","10,586.80","247.48B","-0.87%"
"02-02-2018","10,760.60","10,938.20","10,954.95","10,736.10","291.43B","-2.33%"
"01-02-2018","11,016.90","11,044.55","11,117.35","10,878.80","315.74B","-0.10%"
"31-01-2018","11,027.70","11,018.80","11,058.50","10,979.30","253.46B","-0.20%"
"30-01-2018","11,049.65","11,120.85","11,121.10","11,033.90","234.97B","-0.73%"
"29-01-2018","11,130.40","11,079.35","11,171.55","11,075.95","249.22B","0.55%"
"25-01-2018","11,069.65","11,095.60","11,095.60","11,009.20","340.47B","-0.15%"
"24-01-2018","11,086.00","11,069.35","11,110.10","11,046.15","292.20B","0.02%"
"23-01-2018","11,083.70","10,997.40","11,092.90","10,994.55","293.45B","1.07%"
"22-01-2018","10,966.20","10,883.20","10,975.10","10,881.40","238.82B","0.66%"
"19-01-2018","10,894.70","10,829.20","10,906.85","10,793.90","214.01B","0.72%"
"18-01-2018","10,817.00","10,873.40","10,887.50","10,782.40","321.61B","0.26%"
"17-01-2018","10,788.55","10,702.45","10,803.00","10,666.75","260.49B","0.82%"
"16-01-2018","10,700.45","10,761.50","10,762.35","10,687.85","217.47B","-0.38%"
"15-01-2018","10,741.55","10,718.50","10,782.65","10,713.80","181.26B","0.56%"
"12-01-2018","10,681.25","10,682.55","10,690.40","10,597.10","180.59B","0.28%"
"11-01-2018","10,651.20","10,637.05","10,664.60","10,612.35","158.63B","0.18%"
"10-01-2018","10,632.20","10,652.05","10,655.50","10,592.70","181.90B","-0.05%"
"09-01-2018","10,637.00","10,645.10","10,659.15","10,603.60","211.29B","0.13%"
"08-01-2018","10,623.60","10,591.70","10,631.20","10,588.55","174.18B","0.61%"
"05-01-2018","10,558.85","10,534.25","10,566.10","10,520.10","186.47B","0.51%"
"04-01-2018","10,504.80","10,469.40","10,513.00","10,441.45","180.26B","0.59%"
"03-01-2018","10,443.20","10,482.65","10,503.60","10,429.55","172.52B","0.01%"
"02-01-2018","10,442.20","10,477.55","10,495.20","10,404.65","158.09B","0.06%"
"01-01-2018","10,435.55","10,531.70","10,537.85","10,423.10","134.53B","-0.90%"
"29-12-2017","10,530.70","10,492.35","10,538.70","10,488.65","156.74B","0.50%"
"28-12-2017","10,477.90","10,498.20","10,534.55","10,460.45","281.31B","-0.12%"
"27-12-2017","10,490.75","10,531.05","10,552.40","10,469.25","170.31B","-0.39%"
"26-12-2017","10,531.50","10,512.30","10,545.45","10,477.95","160.42B","0.37%"
"22-12-2017","10,493.00","10,457.30","10,501.10","10,448.25","143.12B","0.50%"
"21-12-2017","10,440.30","10,473.95","10,473.95","10,426.90","156.65B","-0.04%"
"20-12-2017","10,444.20","10,494.40","10,494.45","10,437.15","180.60B","-0.18%"
"19-12-2017","10,463.20","10,414.80","10,472.20","10,406.00","174.34B","0.72%"
"18-12-2017","10,388.75","10,263.10","10,443.55","10,074.80","237.51B","0.54%"
"15-12-2017","10,333.25","10,345.65","10,373.10","10,319.65","262.97B","0.79%"
"14-12-2017","10,252.10","10,229.30","10,276.10","10,141.55","159.10B","0.58%"
"13-12-2017","10,192.95","10,236.60","10,296.55","10,169.85","187.19B","-0.46%"
"12-12-2017","10,240.15","10,324.90","10,326.10","10,230.20","180.55B","-0.80%"
"11-12-2017","10,322.25","10,310.50","10,329.20","10,282.05","152.04B","0.55%"
"08-12-2017","10,265.65","10,198.45","10,270.85","10,195.25","206.23B","0.97%"
"07-12-2017","10,166.70","10,063.45","10,182.65","10,061.90","171.34B","1.22%"
"06-12-2017","10,044.10","10,088.80","10,104.20","10,033.35","171.21B","-0.73%"
"05-12-2017","10,118.25","10,118.25","10,147.95","10,069.10","160.25B","-0.09%"
"04-12-2017","10,127.75","10,175.05","10,179.20","10,095.70","153.24B","0.06%"
"01-12-2017","10,121.80","10,263.70","10,272.70","10,108.55","147.77B","-1.02%"
"30-11-2017","10,226.55","10,332.70","10,332.70","10,211.25","353.10B","-1.30%"
"29-11-2017","10,361.30","10,376.65","10,392.95","10,345.90","157.19B","-0.09%"
"28-11-2017","10,370.25","10,387.90","10,409.55","10,355.20","202.05B","-0.28%"
"27-11-2017","10,399.55","10,361.05","10,407.15","10,340.20","146.28B","0.09%"
"24-11-2017","10,389.70","10,366.80","10,404.50","10,362.25","133.18B","0.40%"
"23-11-2017","10,348.75","10,358.45","10,374.30","10,307.30","157.65B","0.06%"
"22-11-2017","10,342.30","10,350.80","10,368.70","10,309.55","162.50B","0.15%"
"21-11-2017","10,326.90","10,329.25","10,358.70","10,315.05","191.86B","0.27%"
"20-11-2017","10,298.75","10,287.20","10,309.85","10,261.50","151.75B","0.15%"
"17-11-2017","10,283.60","10,324.55","10,343.60","10,268.05","209.59B","0.67%"
"16-11-2017","10,214.75","10,152.90","10,232.25","10,139.20","188.18B","0.96%"
"15-11-2017","10,118.05","10,171.95","10,175.45","10,094.00","213.84B","-0.67%"
"14-11-2017","10,186.60","10,223.40","10,248.00","10,175.55","314.41B","-0.38%"
"13-11-2017","10,224.95","10,322.00","10,334.15","10,216.25","216.80B","-0.94%"
"10-11-2017","10,321.75","10,304.35","10,344.95","10,254.10","287.96B","0.12%"
"09-11-2017","10,308.95","10,358.65","10,368.45","10,266.95","247.61B","0.06%"
"08-11-2017","10,303.15","10,361.95","10,384.25","10,285.50","282.95B","-0.45%"
"07-11-2017","10,350.15","10,477.15","10,485.75","10,340.80","295.83B","-0.97%"
"06-11-2017","10,451.80","10,431.75","10,490.45","10,413.75","199.56B","-0.01%"
"03-11-2017","10,452.50","10,461.55","10,461.70","10,403.60","206.10B","0.28%"
"02-11-2017","10,423.80","10,440.50","10,453.00","10,412.55","207.73B","-0.16%"
"01-11-2017","10,440.50","10,390.35","10,451.65","10,383.05","268.27B","1.02%"
"31-10-2017","10,335.30","10,364.90","10,367.70","10,323.95","239.81B","-0.27%"
"30-10-2017","10,363.65","10,353.85","10,384.50","10,344.30","244.19B","0.39%"
"27-10-2017","10,323.05","10,362.30","10,366.15","10,311.30","322.41B","-0.20%"
"26-10-2017","10,343.80","10,291.80","10,355.65","10,271.85","443.04B","0.47%"
"25-10-2017","10,295.35","10,321.15","10,340.55","10,240.90","612.62B","0.86%"
"24-10-2017","10,207.70","10,218.55","10,237.75","10,182.40","223.91B","0.22%"
