"Date","Price","Open","High","Low","Vol.","Change %"
"03-01-2017","8,192.25","8,196.05","8,219.10","8,148.60","131.19B","0.16%"
"02-01-2017","8,179.50","8,210.10","8,212.00","8,133.80","122.02B","-0.08%"
"30-12-2016","8,185.80","8,119.65","8,197.00","8,114.75","131.46B","1.01%"
"29-12-2016","8,103.60","8,030.60","8,111.10","8,020.80","183.98B","0.86%"
"28-12-2016","8,034.85","8,047.55","8,100.55","8,028.40","130.58B","0.02%"
"27-12-2016","8,032.85","7,915.05","8,044.65","7,903.70","122.46B","1.58%"
"26-12-2016","7,908.25","7,965.10","7,970.05","7,893.80","110.17B","-0.97%"
"23-12-2016","7,985.75","7,972.50","8,022.60","7,942.05","127.92B","0.08%"
"22-12-2016","7,979.10","8,043.85","8,046.45","7,964.95","126.41B","-1.02%"
"21-12-2016","8,061.30","8,105.85","8,112.55","8,053.25","127.54B","-0.26%"
"20-12-2016","8,082.40","8,110.60","8,124.10","8,062.75","132.03B","-0.27%"
"19-12-2016","8,104.35","8,126.00","8,132.50","8,094.85","110.67B","-0.43%"
"16-12-2016","8,139.45","8,178.20","8,178.70","8,127.45","209.27B","-0.17%"
"15-12-2016","8,153.60","8,128.40","8,225.90","8,121.95","187.43B","-0.35%"
"14-12-2016","8,182.45","8,229.35","8,229.40","8,165.10","149.13B","-0.48%"
"13-12-2016","8,221.80","8,196.15","8,228.85","8,155.80","189.74B","0.62%"
"12-12-2016","8,170.80","8,230.65","8,230.65","8,154.45","111.43B","-1.10%"
"09-12-2016","8,261.75","8,271.70","8,274.95","8,241.95","154.34B","0.18%"
"08-12-2016","8,246.85","8,152.10","8,256.25","8,151.75","146.86B","1.79%"
"07-12-2016","8,102.05","8,168.40","8,190.45","8,077.50","175.02B","-0.50%"
"06-12-2016","8,143.15","8,153.15","8,178.70","8,130.85","118.85B","0.18%"
"05-12-2016","8,128.75","8,088.75","8,141.90","8,056.85","130.44B","0.52%"
"02-12-2016","8,086.80","8,153.55","8,159.30","8,070.05","176.77B","-1.30%"
"01-12-2016","8,192.90","8,244.00","8,250.80","8,185.05","162.60B","-0.38%"
"30-11-2016","8,224.50","8,172.15","8,234.25","8,139.25","255.72B","1.01%"
"29-11-2016","8,142.15","8,131.55","8,197.35","8,128.70","195.62B","0.19%"
"28-11-2016","8,126.90","8,080.65","8,146.50","8,066.50","195.59B","0.16%"
"25-11-2016","8,114.30","8,007.95","8,122.25","7,976.75","183.36B","1.87%"
"24-11-2016","7,965.50","8,011.80","8,024.85","7,952.55","268.62B","-0.84%"
"23-11-2016","8,033.30","8,051.20","8,055.20","7,973.10","186.60B","0.39%"
"22-11-2016","8,002.30","7,989.15","8,019.05","7,938.15","216.68B","0.92%"
"21-11-2016","7,929.10","8,102.10","8,102.45","7,916.40","225.61B","-1.80%"
"18-11-2016","8,074.10","8,097.55","8,128.95","8,048.30","166.20B","-0.07%"
"17-11-2016","8,079.95","8,105.10","8,151.25","8,060.30","197.18B","-0.39%"
"16-11-2016","8,111.60","8,205.65","8,210.05","8,089.40","277.80B","0.04%"
"15-11-2016","8,108.45","8,284.85","8,288.55","8,093.20","370.30B","-2.26%"
"11-11-2016","8,296.30","8,456.65","8,460.60","8,284.95","275.22B","-2.69%"
"10-11-2016","8,525.75","8,555.60","8,598.45","8,510.70","271.20B","1.11%"
"09-11-2016","8,432.00","8,067.50","8,476.20","8,002.25","323.97B","-1.31%"
"08-11-2016","8,543.55","8,540.00","8,559.40","8,480.10","201.76B","0.55%"
"07-11-2016","8,497.05","8,535.75","8,535.85","8,481.45","178.07B","0.75%"
"04-11-2016","8,433.75","8,503.60","8,504.00","8,400.25","231.78B","-0.60%"
"03-11-2016","8,484.95","8,499.85","8,537.65","8,476.15","175.77B","-0.34%"
"02-11-2016","8,514.00","8,542.80","8,549.50","8,504.85","160.13B","-1.30%"
"01-11-2016","8,626.25","8,653.15","8,669.60","8,614.50","170.07B","0.01%"
"30-10-2016","8,625.70","8,672.35","8,678.25","8,616.25","166.11B","-0.14%"
"28-10-2016","8,638.00","8,625.00","8,653.75","8,581.75","180.91B","0.26%"
"27-10-2016","8,615.25","8,607.10","8,624.85","8,550.25","250.34B","0.00%"
"26-10-2016","8,615.25","8,657.30","8,657.30","8,596.60","226.13B","-0.88%"
"25-10-2016","8,691.30","8,721.70","8,722.65","8,663.45","195.70B","-0.20%"
"24-10-2016","8,708.95","8,709.85","8,736.95","8,684.15","161.97B","0.18%"
"21-10-2016","8,693.05","8,708.60","8,709.10","8,652.05","162.16B","-0.07%"
"20-10-2016","8,699.40","8,693.35","8,727.00","8,678.30","165.95B","0.47%"
"19-10-2016","8,659.10","8,697.50","8,698.75","8,636.70","177.40B","-0.22%"
"18-10-2016","8,677.90","8,556.05","8,685.10","8,555.90","216.63B","1.85%"
"17-10-2016","8,520.40","8,612.95","8,615.40","8,506.15","203.52B","-0.73%"
"14-10-2016","8,583.40","8,594.00","8,604.45","8,549.80","167.85B","0.12%"
"13-10-2016","8,573.35","8,671.50","8,681.55","8,541.35","218.86B","-1.56%"
"10-10-2016","8,708.80","8,735.35","8,745.80","8,703.95","111.79B","0.13%"
"07-10-2016","8,697.60","8,721.70","8,723.70","8,663.80","155.05B","-0.14%"
"06-10-2016","8,709.55","8,768.70","8,781.15","8,684.65","168.71B","-0.39%"
"05-10-2016","8,743.95","8,806.35","8,806.95","8,731.40","162.10B","-0.29%"
"04-10-2016","8,769.15","8,770.00","8,783.65","8,736.10","189.99B","0.36%"
"03-10-2016","8,738.10","8,666.15","8,745.20","8,635.00","141.47B","1.47%"
"30-09-2016","8,611.15","8,581.50","8,637.15","8,555.20","187.33B","0.23%"
"29-09-2016","8,591.25","8,792.70","8,800.65","8,558.25","384.39B","-1.76%"
"28-09-2016","8,745.15","8,711.20","8,767.05","8,703.15","170.64B","0.45%"
"27-09-2016","8,706.40","8,748.90","8,768.50","8,690.50","156.10B","-0.19%"
"26-09-2016","8,723.05","8,807.90","8,809.55","8,715.10","169.05B","-1.23%"
"23-09-2016","8,831.55","8,880.75","8,885.20","8,820.30","191.62B","-0.40%"
"22-09-2016","8,867.45","8,873.35","8,893.35","8,837.80","178.14B","1.03%"
"21-09-2016","8,777.15","8,790.30","8,826.85","8,757.30","153.44B","0.01%"
"20-09-2016","8,775.90","8,816.10","8,816.45","8,759.30","140.72B","-0.37%"
"19-09-2016","8,808.40","8,788.45","8,824.30","8,774.20","135.81B","0.33%"
"16-09-2016","8,779.85","8,780.85","8,847.65","8,750.50","274.04B","0.43%"
"15-09-2016","8,742.55","8,743.85","8,751.95","8,704.35","149.89B","0.18%"
"14-09-2016","8,726.60","8,710.65","8,739.85","8,688.90","189.98B","0.13%"
"12-09-2016","8,715.60","8,732.95","8,746.95","8,699.40","190.20B","-1.70%"
"09-09-2016","8,866.70","8,934.30","8,939.15","8,858.70","181.34B","-0.96%"
"08-09-2016","8,952.50","8,915.50","8,960.35","8,896.00","223.94B","0.39%"
"07-09-2016","8,917.95","8,968.70","8,968.70","8,913.35","299.15B","-0.28%"
"06-09-2016","8,943.00","8,852.70","8,950.85","8,848.45","201.62B","1.51%"
"02-09-2016","8,809.65","8,796.35","8,824.10","8,768.20","197.38B","0.40%"
"01-09-2016","8,774.65","8,793.60","8,813.25","8,759.95","246.34B","-0.13%"
"31-08-2016","8,786.20","8,754.05","8,819.20","8,754.05","373.42B","0.48%"
"30-08-2016","8,744.35","8,646.75","8,750.60","8,642.25","154.83B","1.59%"
"29-08-2016","8,607.45","8,583.75","8,622.00","8,543.75","133.72B","0.41%"
"26-08-2016","8,572.55","8,614.35","8,622.95","8,547.55","152.15B","-0.23%"
"25-08-2016","8,592.20","8,668.85","8,683.05","8,583.65","219.74B","-0.67%"
"24-08-2016","8,650.30","8,648.50","8,661.05","8,620.90","154.17B","0.21%"
"23-08-2016","8,632.60","8,628.35","8,642.15","8,580.00","193.30B","0.04%"
"22-08-2016","8,629.15","8,667.00","8,684.85","8,614.00","156.98B","-0.44%"
"19-08-2016","8,666.90","8,694.30","8,696.60","8,647.10","197.77B","-0.07%"
"18-08-2016","8,673.25","8,648.85","8,690.70","8,645.05","169.43B","0.57%"
"17-08-2016","8,624.05","8,639.80","8,667.10","8,603.60","179.54B","-0.21%"
"16-08-2016","8,642.55","8,670.25","8,682.35","8,600.45","231.77B","-0.34%"
"12-08-2016","8,672.15","8,605.45","8,684.30","8,604.45","272.01B","0.93%"
"11-08-2016","8,592.15","8,572.80","8,601.15","8,540.05","195.12B","0.20%"
"10-08-2016","8,575.30","8,686.70","8,690.10","8,564.60","178.96B","-1.19%"
"09-08-2016","8,678.25","8,727.80","8,728.35","8,638.20","206.26B","-0.38%"
"08-08-2016","8,711.35","8,712.85","8,723.50","8,697.60","177.88B","0.32%"
"05-08-2016","8,683.15","8,600.20","8,689.40","8,590.15","162.79B","1.54%"
"04-08-2016","8,551.10","8,599.95","8,601.40","8,518.15","169.78B","0.07%"
"03-08-2016","8,544.85","8,635.20","8,635.45","8,529.60","168.03B","-0.91%"
"02-08-2016","8,622.90","8,647.45","8,687.20","8,611.40","174.56B","-0.16%"
"01-08-2016","8,636.55","8,654.30","8,711.30","8,590.50","194.19B","-0.02%"
"29-07-2016","8,638.50","8,668.30","8,670.35","8,631.15","161.93B","-0.32%"
"28-07-2016","8,666.30","8,636.95","8,674.70","8,625.25","240.72B","0.59%"
"27-07-2016","8,615.80","8,599.40","8,665.00","8,572.05","189.80B","0.29%"
"26-07-2016","8,590.65","8,633.75","8,644.90","8,577.15","159.56B","-0.52%"
"25-07-2016","8,635.65","8,519.95","8,641.15","8,517.20","154.63B","1.11%"
"22-07-2016","8,541.20","8,519.65","8,548.95","8,489.80","147.62B","0.37%"
"21-07-2016","8,510.10","8,582.70","8,585.25","8,503.45","154.58B","-0.65%"
"20-07-2016","8,565.85","8,515.45","8,569.90","8,512.55","165.35B","0.44%"
"19-07-2016","8,528.55","8,514.30","8,540.05","8,476.70","173.05B","0.23%"
"18-07-2016","8,508.70","8,564.05","8,587.10","8,494.35","169.40B","-0.38%"
"15-07-2016","8,541.40","8,565.45","8,594.80","8,510.05","228.60B","-0.28%"
"14-07-2016","8,565.00","8,515.75","8,571.40","8,500.70","158.74B","0.53%"
"13-07-2016","8,519.50","8,540.45","8,550.25","8,493.55","201.49B","-0.02%"
"12-07-2016","8,521.05","8,502.60","8,526.60","8,479.20","189.34B","0.63%"
"11-07-2016","8,467.90","8,413.35","8,475.25","8,407.05","154.40B","1.74%"
"08-07-2016","8,323.20","8,350.00","8,353.30","8,287.55","142.16B","-0.18%"
"07-07-2016","8,337.90","8,342.00","8,361.95","8,317.70","160.33B","0.02%"
"05-07-2016","8,335.95","8,379.30","8,381.45","8,319.95","143.25B","-0.42%"
"04-07-2016","8,370.70","8,376.75","8,398.45","8,364.70","158.96B","0.51%"
"01-07-2016","8,328.35","8,313.05","8,356.75","8,308.65","170.58B","0.49%"
"30-06-2016","8,287.75","8,260.25","8,308.15","8,242.10","288.03B","1.02%"
"29-06-2016","8,204.00","8,173.10","8,212.40","8,157.65","151.50B","0.94%"
"28-06-2016","8,127.85","8,096.05","8,146.35","8,086.85","175.72B","0.41%"
"27-06-2016","8,094.70","8,039.35","8,120.65","8,039.35","167.46B","0.08%"
"24-06-2016","8,088.60","8,029.10","8,100.70","7,927.05","306.80B","-2.20%"
"23-06-2016","8,270.45","8,201.15","8,285.60","8,188.30","158.85B","0.81%"
"22-06-2016","8,203.70","8,213.65","8,238.35","8,153.25","140.27B","-0.20%"
"21-06-2016","8,219.90","8,255.40","8,257.25","8,202.15","141.16B","-0.23%"
"20-06-2016","8,238.50","8,115.75","8,244.15","8,107.35","173.75B","0.84%"
"17-06-2016","8,170.20","8,176.65","8,195.25","8,135.80","171.84B","0.36%"
"16-06-2016","8,140.75","8,180.65","8,180.65","8,074.45","195.03B","-0.80%"
"15-06-2016","8,206.60","8,139.40","8,213.20","8,123.15","174.95B","1.21%"
"14-06-2016","8,108.85","8,134.40","8,134.95","8,069.50","150.04B","-0.02%"
"13-06-2016","8,110.60","8,102.25","8,125.25","8,063.90","174.92B","-0.73%"
"10-06-2016","8,170.05","8,180.25","8,265.60","8,162.85","187.76B","-0.41%"
"09-06-2016","8,203.60","8,273.35","8,273.35","8,184.60","180.29B","-0.84%"
"08-06-2016","8,273.05","8,285.50","8,288.90","8,252.05","179.71B","0.08%"
"07-06-2016","8,266.45","8,235.55","8,294.95","8,216.40","249.37B","0.80%"
"06-06-2016","8,201.05","8,228.75","8,234.70","8,186.05","176.89B","-0.24%"
"03-06-2016","8,220.80","8,246.20","8,262.00","8,209.85","390.65B","0.02%"
"02-06-2016","8,218.95","8,156.90","8,229.50","8,154.75","187.32B","0.48%"
"01-06-2016","8,179.95","8,179.20","8,215.35","8,171.05","200.37B","0.24%"
"31-05-2016","8,160.10","8,209.85","8,213.60","8,134.30","485.65B","-0.22%"
"30-05-2016","8,178.50","8,166.50","8,200.00","8,150.80","255.09B","0.27%"
"27-05-2016","8,156.65","8,081.95","8,164.20","8,077.05","268.96B","1.08%"
"26-05-2016","8,069.65","7,974.45","8,083.00","7,948.50","272.46B","1.70%"
"25-05-2016","7,934.90","7,811.80","7,941.20","7,809.30","181.64B","2.40%"
"24-05-2016","7,748.85","7,738.05","7,761.55","7,715.80","151.54B","0.23%"
"23-05-2016","7,731.05","7,813.95","7,820.60","7,722.20","177.35B","-0.24%"
"20-05-2016","7,749.70","7,792.20","7,812.40","7,735.75","161.89B","-0.43%"
"19-05-2016","7,783.40","7,875.50","7,876.20","7,766.80","175.71B","-1.10%"
"18-05-2016","7,870.15","7,846.75","7,882.05","7,810.75","161.17B","-0.26%"
"17-05-2016","7,890.75","7,896.85","7,940.10","7,879.70","189.14B","0.38%"
"16-05-2016","7,860.75","7,831.20","7,873.90","7,772.15","211.55B","0.59%"
"13-05-2016","7,814.90","7,881.00","7,881.00","7,784.20","185.06B","-1.08%"
"12-05-2016","7,900.40","7,871.45","7,916.05","7,849.65","157.44B","0.66%"
"11-05-2016","7,848.85","7,804.65","7,893.10","7,780.90","220.71B","-0.49%"
"10-05-2016","7,887.80","7,873.55","7,896.90","7,837.70","166.96B","0.28%"
"09-05-2016","7,866.05","7,755.25","7,873.65","7,753.55","165.62B","1.71%"
"06-05-2016","7,733.45","7,717.65","7,738.90","7,678.35","168.66B","-0.03%"
"05-05-2016","7,735.50","7,731.00","7,777.55","7,706.85","190.79B","0.38%"
"04-05-2016","7,706.55","7,724.15","7,749.00","7,697.25","205.94B","-0.52%"
"03-05-2016","7,747.00","7,824.80","7,890.25","7,735.15","192.27B","-0.75%"
"02-05-2016","7,805.90","7,822.70","7,829.80","7,777.30","150.82B","-0.56%"
"29-04-2016","7,849.80","7,844.25","7,889.05","7,788.70","251.23B","0.03%"
"28-04-2016","7,847.25","7,967.40","7,992.00","7,834.45","301.48B","-1.66%"
"27-04-2016","7,979.90","7,942.00","7,991.00","7,940.55","213.17B","0.22%"
"26-04-2016","7,962.65","7,828.15","7,974.50","7,822.55","208.66B","1.37%"
"25-04-2016","7,855.05","7,894.80","7,911.00","7,827.00","150.78B","-0.56%"
"22-04-2016","7,899.30","7,891.80","7,923.35","7,873.35","188.99B","-0.16%"
"21-04-2016","7,912.05","7,953.65","7,978.45","7,884.10","230.58B","-0.03%"
"20-04-2016","7,914.75","7,950.05","7,950.40","7,877.55","211.63B","0.00%"
"18-04-2016","7,914.70","7,908.15","7,920.60","7,842.75","190.26B","0.82%"
"13-04-2016","7,850.45","7,777.15","7,864.80","7,772.20","227.22B","1.84%"
"12-04-2016","7,708.95","7,669.25","7,717.40","7,663.35","168.51B","0.49%"
"11-04-2016","7,671.40","7,577.80","7,678.80","7,516.85","185.35B","1.54%"
"08-04-2016","7,555.20","7,542.35","7,569.35","7,526.70","147.82B","0.12%"
"07-04-2016","7,546.45","7,630.40","7,630.75","7,535.85","241.68B","-0.89%"
"06-04-2016","7,614.35","7,636.05","7,638.65","7,591.75","170.65B","0.15%"
"05-04-2016","7,603.20","7,736.30","7,736.30","7,588.65","210.13B","-2.01%"
"04-04-2016","7,758.80","7,733.15","7,764.45","7,704.40","160.28B","0.59%"
"01-04-2016","7,713.05","7,718.05","7,740.15","7,666.10","189.57B","-0.33%"
"31-03-2016","7,738.40","7,727.65","7,777.60","7,702.00","391.91B","0.04%"
"30-03-2016","7,735.20","7,651.10","7,741.95","7,643.45","239.84B","1.82%"
"29-03-2016","7,597.00","7,606.55","7,652.90","7,582.25","223.49B","-0.24%"
"28-03-2016","7,615.10","7,741.00","7,749.40","7,587.70","249.91B","-1.31%"
"23-03-2016","7,716.50","7,717.45","7,726.85","7,670.60","205.80B","0.02%"
"22-03-2016","7,714.90","7,695.55","7,728.20","7,643.80","215.36B","0.14%"
"21-03-2016","7,704.25","7,619.20","7,713.55","7,617.70","202.85B","1.31%"
"18-03-2016","7,604.35","7,534.65","7,613.60","7,517.90","244.73B","1.22%"
"17-03-2016","7,512.55","7,557.40","7,585.30","7,479.40","247.04B","0.18%"
"16-03-2016","7,498.75","7,457.05","7,508.00","7,405.15","201.43B","0.51%"
"15-03-2016","7,460.60","7,535.85","7,545.20","7,452.80","199.65B","-1.04%"
"14-03-2016","7,538.75","7,542.60","7,583.70","7,515.05","172.07B","0.38%"
"11-03-2016","7,510.20","7,484.85","7,543.95","7,460.60","204.81B","0.32%"
"10-03-2016","7,486.15","7,545.35","7,547.10","7,447.40","231.58B","-0.61%"
"09-03-2016","7,531.80","7,436.10","7,539.00","7,424.30","252.71B","0.62%"
"08-03-2016","7,485.30","7,486.40","7,527.15","7,442.15","264.94B","0.00%"
"04-03-2016","7,485.35","7,505.40","7,505.90","7,444.10","290.44B","0.13%"
"03-03-2016","7,475.60","7,429.55","7,483.95","7,406.05","287.25B","1.45%"
"02-03-2016","7,368.85","7,321.70","7,380.35","7,308.15","348.97B","2.03%"
"01-03-2016","7,222.30","7,038.25","7,235.50","7,035.10","283.56B","3.37%"
"29-02-2016","6,987.05","7,050.45","7,094.60","6,825.80","487.97B","-0.61%"
"26-02-2016","7,029.75","7,039.30","7,052.90","6,985.10","213.14B","0.85%"
"25-02-2016","6,970.60","7,029.85","7,034.20","6,961.40","291.93B","-0.69%"
"24-02-2016","7,018.70","7,075.00","7,090.80","7,009.75","205.90B","-1.28%"
"23-02-2016","7,109.55","7,240.30","7,241.70","7,090.70","200.40B","-1.73%"
"22-02-2016","7,234.55","7,208.85","7,252.40","7,200.70","159.16B","0.33%"
"19-02-2016","7,210.75","7,170.55","7,226.85","7,145.95","198.21B","0.26%"
"18-02-2016","7,191.75","7,177.40","7,215.10","7,127.85","254.33B","1.17%"
"17-02-2016","7,108.45","7,058.85","7,123.70","6,960.65","268.02B","0.85%"
"16-02-2016","7,048.25","7,201.25","7,204.65","7,037.70","261.61B","-1.60%"
"15-02-2016","7,162.95","7,057.35","7,182.80","7,056.80","365.22B","2.61%"
"12-02-2016","6,980.95","7,023.65","7,034.80","6,869.00","344.21B","0.07%"
"11-02-2016","6,976.35","7,203.60","7,208.65","6,959.95","301.30B","-3.32%"
"10-02-2016","7,215.70","7,264.30","7,271.85","7,177.75","254.48B","-1.13%"
"09-02-2016","7,298.20","7,303.95","7,323.45","7,275.15","218.73B","-1.21%"
"08-02-2016","7,387.25","7,489.70","7,512.55","7,363.20","176.76B","-1.36%"
"05-02-2016","7,489.10","7,418.25","7,503.15","7,406.65","257.52B","1.15%"
"04-02-2016","7,404.00","7,411.45","7,457.05","7,365.95","229.56B","0.57%"
"03-02-2016","7,361.80","7,392.45","7,419.40","7,350.30","197.86B","-1.26%"
"02-02-2016","7,455.55","7,566.65","7,576.30","7,428.05","237.34B","-1.33%"
"01-02-2016","7,555.95","7,589.50","7,600.45","7,541.25","206.65B","-0.10%"
"29-01-2016","7,563.55","7,413.35","7,575.65","7,402.80","307.93B","1.87%"
"28-01-2016","7,424.65","7,426.50","7,468.85","7,409.60","283.04B","-0.18%"
"27-01-2016","7,437.75","7,469.60","7,477.90","7,419.70","193.39B","0.02%"
"25-01-2016","7,436.15","7,468.75","7,487.15","7,421.20","168.20B","0.18%"
"22-01-2016","7,422.45","7,355.70","7,433.40","7,327.60","236.28B","2.00%"
"21-01-2016","7,276.80","7,376.65","7,398.70","7,250.00","248.11B","-0.44%"
"20-01-2016","7,309.30","7,357.00","7,470.90","7,241.50","232.61B","-1.69%"
"19-01-2016","7,435.10","7,381.80","7,462.75","7,364.15","194.07B","1.14%"
"18-01-2016","7,351.00","7,420.35","7,463.65","7,336.40","240.80B","-1.17%"
"15-01-2016","7,437.80","7,561.65","7,566.50","7,427.30","203.64B","-1.31%"
"14-01-2016","7,536.80","7,467.40","7,604.80","7,443.80","206.99B","-0.34%"
"13-01-2016","7,562.40","7,557.90","7,590.95","7,425.80","221.91B","0.69%"
"12-01-2016","7,510.30","7,587.20","7,588.30","7,487.80","168.98B","-0.71%"
"11-01-2016","7,563.85","7,527.45","7,605.10","7,494.35","194.84B","-0.49%"
"08-01-2016","7,601.35","7,611.65","7,634.10","7,581.05","162.35B","0.44%"
"07-01-2016","7,568.30","7,673.35","7,674.95","7,556.60","194.73B","-2.23%"
"06-01-2016","7,741.00","7,788.05","7,800.95","7,721.20","151.72B","-0.56%"
"05-01-2016","7,784.65","7,828.40","7,831.20","7,763.25","149.67B","-0.09%"
"04-01-2016","7,791.30","7,924.55","7,937.55","7,781.10","138.87B","-2.16%"
"01-01-2016","7,963.20","7,938.45","7,972.55","7,909.80","64.84B","0.21%"
"31-12-2015","7,946.35","7,897.80","7,955.55","7,891.15","155.65B","0.63%"
"30-12-2015","7,896.25","7,938.60","7,944.75","7,889.85","110.15B","-0.41%"
"29-12-2015","7,928.95","7,929.20","7,942.15","7,902.75","116.54B","0.05%"
"28-12-2015","7,925.15","7,863.20","7,937.20","7,863.00","126.74B","0.82%"
"24-12-2015","7,861.05","7,888.75","7,888.75","7,835.50","96.37B","-0.06%"
"23-12-2015","7,865.95","7,830.45","7,871.45","7,826.10","121.48B","1.03%"
"22-12-2015","7,786.10","7,829.40","7,846.30","7,776.85","129.63B","-0.62%"
"21-12-2015","7,834.45","7,745.65","7,840.75","7,733.45","130.17B","0.93%"
"18-12-2015","7,761.95","7,828.90","7,836.15","7,753.35","197.32B","-1.05%"
"17-12-2015","7,844.35","7,783.05","7,852.90","7,737.55","181.26B","1.21%"
"16-12-2015","7,750.90","7,725.25","7,776.60","7,715.75","159.15B","0.65%"
"15-12-2015","7,700.90","7,659.15","7,705.00","7,625.10","138.48B","0.66%"
"14-12-2015","7,650.05","7,558.20","7,663.95","7,551.05","153.49B","0.52%"
"11-12-2015","7,610.45","7,699.60","7,703.05","7,575.30","173.00B","-0.95%"
"10-12-2015","7,683.30","7,643.30","7,691.95","7,610.00","145.25B","0.93%"
"09-12-2015","7,612.50","7,695.50","7,702.85","7,606.90","144.32B","-1.16%"
"08-12-2015","7,701.70","7,738.50","7,771.25","7,685.45","139.32B","-0.82%"
"07-12-2015","7,765.40","7,816.55","7,825.40","7,746.05","141.89B","-0.21%"
"04-12-2015","7,781.90","7,817.60","7,821.40","7,775.70","157.23B","-1.05%"
"03-12-2015","7,864.15","7,902.30","7,912.30","7,853.30","129.63B","-0.85%"
"02-12-2015","7,931.35","7,976.70","7,979.30","7,910.80","130.21B","-0.30%"
"01-12-2015","7,954.90","7,958.15","7,972.15","7,934.15","142.94B","0.25%"
"30-11-2015","7,935.25","7,936.25","7,966.00","7,922.80","223.04B","-0.09%"
"27-11-2015","7,942.70","7,910.60","7,959.30","7,879.45","154.86B","0.75%"
"26-11-2015","7,883.80","7,837.15","7,897.10","7,832.00","226.63B","0.67%"
"24-11-2015","7,831.60","7,837.00","7,870.35","7,812.65","134.56B","-0.22%"
"23-11-2015","7,849.25","7,869.50","7,877.50","7,825.20","130.87B","-0.09%"
"20-11-2015","7,856.55","7,841.90","7,906.95","7,817.80","156.61B","0.18%"
"19-11-2015","7,842.75","7,788.50","7,854.90","7,765.45","136.70B","1.43%"
"18-11-2015","7,731.80","7,823.15","7,843.40","7,725.05","148.04B","-1.35%"
"17-11-2015","7,837.55","7,848.75","7,860.45","7,793.00","149.45B","0.40%"
"16-11-2015","7,806.60","7,732.95","7,838.85","7,714.15","154.14B","0.57%"
"13-11-2015","7,762.25","7,762.45","7,775.10","7,730.90","165.88B","-0.80%"
"11-11-2015","7,825.00","7,838.80","7,847.95","7,819.10","223.80B","0.54%"
"10-11-2015","7,783.35","7,877.60","7,885.10","7,772.85","170.27B","-1.67%"
"09-11-2015","7,915.20","7,788.25","7,937.75","7,771.70","218.42B","-0.49%"
"06-11-2015","7,954.30","7,956.55","8,002.65","7,926.15","226.33B","-0.01%"
"05-11-2015","7,955.45","8,030.35","8,031.20","7,944.10","136.22B","-1.05%"
"04-11-2015","8,040.20","8,104.90","8,116.10","8,027.30","125.94B","-0.25%"
"03-11-2015","8,060.70","8,086.35","8,100.35","8,031.75","136.62B","0.12%"
"02-11-2015","8,050.80","8,054.55","8,060.70","7,995.60","140.32B","-0.19%"
"30-10-2015","8,065.80","8,123.55","8,146.10","8,044.40","205.66B","-0.57%"
"29-10-2015","8,111.75","8,175.45","8,179.60","8,098.00","224.23B","-0.73%"
"28-10-2015","8,171.20","8,188.90","8,209.10","8,131.80","194.71B","-0.75%"
"27-10-2015","8,232.90","8,230.35","8,241.95","8,217.05","161.49B","-0.33%"
"26-10-2015","8,260.55","8,333.65","8,336.30","8,252.05","138.01B","-0.42%"
"23-10-2015","8,295.45","8,308.25","8,328.10","8,280.75","156.66B","0.53%"
"21-10-2015","8,251.70","8,258.35","8,294.40","8,217.15","149.27B","-0.12%"
"20-10-2015","8,261.65","8,280.30","8,294.05","8,229.20","159.95B","-0.16%"
"19-10-2015","8,275.05","8,262.55","8,283.05","8,239.20","128.30B","0.45%"
"16-10-2015","8,238.15","8,193.65","8,246.40","8,147.65","161.15B","0.72%"
"15-10-2015","8,179.50","8,134.35","8,190.55","8,129.80","172.43B","0.88%"
"14-10-2015","8,107.90","8,102.40","8,139.30","8,096.35","143.16B","-0.29%"
"13-10-2015","8,131.70","8,121.95","8,150.25","8,088.60","150.43B","-0.15%"
"12-10-2015","8,143.60","8,231.50","8,244.50","8,128.20","205.26B","-0.56%"
"09-10-2015","8,189.70","8,186.35","8,232.20","8,139.65","205.86B","0.74%"
"08-10-2015","8,129.35","8,196.75","8,196.75","8,105.85","177.03B","-0.59%"
"07-10-2015","8,177.40","8,146.20","8,188.90","8,132.90","199.91B","0.30%"
"06-10-2015","8,152.90","8,180.45","8,180.95","8,096.50","184.04B","0.41%"
"05-10-2015","8,119.30","8,005.10","8,128.90","8,005.10","188.83B","2.12%"
"01-10-2015","7,950.90","7,992.05","8,008.25","7,930.65","161.81B","0.03%"
"30-09-2015","7,948.90","7,924.25","7,957.70","7,874.50","217.19B","1.35%"
"29-09-2015","7,843.30","7,725.70","7,926.55","7,691.20","248.11B","0.61%"
"28-09-2015","7,795.70","7,892.80","7,893.95","7,787.95","140.48B","-0.93%"
"24-09-2015","7,868.50","7,838.40","7,894.50","7,804.10","208.77B","0.29%"
"23-09-2015","7,845.95","7,737.35","7,882.90","7,723.25","151.20B","0.43%"
"22-09-2015","7,812.00","8,014.80","8,021.60","7,787.75","173.57B","-2.07%"
"21-09-2015","7,977.10","7,911.50","7,987.90","7,908.35","125.63B","-0.06%"
"18-09-2015","7,981.90","7,967.45","8,055.00","7,955.85","249.31B","1.05%"
"16-09-2015","7,899.15","7,886.85","7,913.90","7,853.30","144.33B","0.89%"
"15-09-2015","7,829.10","7,867.35","7,880.00","7,799.75","140.72B","-0.55%"
"14-09-2015","7,872.25","7,811.10","7,879.95","7,761.85","126.63B","1.06%"
